Player,Nation,Pos,Squad,Age,90s,MP,Gls,Ast,Sh,SoT,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Tkl,Int,Clr,Blocks,Def 3rd,Mid 3rd,Att 3rd,TklW,Succ_x,KP,PassLive,PassDead,PrgP,market_value_in_eur,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ_y,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR
Alexander Sørloth,NOR,FW,Villarreal,27.0,27.7,34,23.0,6.0,78.0,36.0,12.3,12.3,3.0,68.0,17.0,357.0,476.0,75.0,6.0,0.0,26.0,15.0,1.0,2.0,3.0,3.0,30.0,34.0,51.0,0.0,40.0,25000000.0,797.0,33.0,61.0,326.0,417.0,150.0,797.0,72.0,30.0,41.7,40.0,55.6,474.0,3292.0,1104.0,48.0,35.0,29.0,97.0,61.0,638.0,159.0
Alexandre Lacazette,FRA,FW,Lyon,32.0,25.5,29,19.0,2.0,60.0,33.0,11.4,9.8,2.1,56.0,9.0,397.0,561.0,70.8,19.0,8.0,9.0,18.0,8.0,9.0,2.0,12.0,22.0,21.0,39.0,0.0,61.0,9000000.0,809.0,14.0,89.0,358.0,372.0,127.0,807.0,42.0,22.0,52.4,17.0,40.5,576.0,2746.0,910.0,22.0,20.0,10.0,55.0,37.0,567.0,144.0
Alexis Claude-Maurice,FRA,MF,Nice,25.0,5.6,18,0.0,0.0,18.0,6.0,0.8,0.8,0.6,14.0,0.0,202.0,253.0,79.8,12.0,5.0,7.0,9.0,3.0,6.0,3.0,5.0,16.0,7.0,9.0,3.0,21.0,3500000.0,330.0,7.0,46.0,157.0,135.0,14.0,330.0,24.0,16.0,66.7,8.0,33.3,237.0,1427.0,735.0,15.0,20.0,1.0,11.0,11.0,222.0,25.0
Alexis Mac Allister,ARG,MF,Liverpool,24.0,28.9,33,5.0,5.0,43.0,8.0,3.7,2.9,4.9,108.0,12.0,1704.0,1967.0,86.6,99.0,35.0,25.0,32.0,35.0,50.0,14.0,55.0,18.0,47.0,92.0,5.0,209.0,75000000.0,2313.0,73.0,392.0,1382.0,560.0,32.0,2312.0,34.0,18.0,52.9,12.0,35.3,1346.0,5738.0,3006.0,44.0,45.0,4.0,30.0,35.0,1626.0,48.0
Alexis Saelemaekers,BEL,"FW,MF",Bologna,24.0,21.0,30,4.0,2.0,29.0,10.0,2.6,2.6,3.5,85.0,10.0,786.0,1008.0,78.0,32.0,13.0,10.0,36.0,13.0,14.0,5.0,22.0,40.0,44.0,52.0,18.0,77.0,12000000.0,1271.0,7.0,177.0,555.0,558.0,47.0,1271.0,106.0,40.0,37.7,58.0,54.7,818.0,4996.0,2370.0,65.0,49.0,17.0,49.0,25.0,945.0,180.0
Alexis Sánchez,CHI,"FW,MF",Inter,34.0,8.5,23,2.0,5.0,17.0,5.0,3.2,2.5,2.8,35.0,8.0,276.0,367.0,75.2,7.0,1.0,3.0,13.0,0.0,5.0,2.0,6.0,12.0,18.0,28.0,3.0,53.0,2500000.0,453.0,0.0,28.0,189.0,240.0,37.0,452.0,22.0,12.0,54.5,8.0,36.4,294.0,1426.0,584.0,16.0,16.0,4.0,22.0,15.0,356.0,58.0
Alfonso Espino,URU,DF,Rayo Vallecano,31.0,27.9,31,0.0,1.0,18.0,5.0,1.0,1.0,2.9,54.0,1.0,1061.0,1423.0,74.6,67.0,40.0,63.0,41.0,43.0,22.0,2.0,45.0,24.0,28.0,44.0,3.0,113.0,2400000.0,1740.0,82.0,607.0,801.0,360.0,27.0,1740.0,50.0,24.0,48.0,25.0,50.0,725.0,3497.0,1887.0,41.0,26.0,10.0,42.0,18.0,887.0,89.0
Alfonso Pedraza,ESP,DF,Villarreal,27.0,12.4,19,1.0,3.0,9.0,4.0,0.6,0.6,2.3,32.0,3.0,459.0,598.0,76.8,25.0,13.0,19.0,25.0,18.0,5.0,2.0,9.0,10.0,20.0,25.0,1.0,31.0,5000000.0,734.0,42.0,234.0,287.0,222.0,26.0,734.0,30.0,10.0,33.3,19.0,63.3,404.0,2815.0,1491.0,56.0,36.0,10.0,12.0,2.0,441.0,97.0
Alfred Duncan,GHA,MF,Fiorentina,30.0,21.0,30,2.0,5.0,23.0,6.0,1.5,1.5,2.8,60.0,10.0,800.0,1030.0,77.7,35.0,11.0,13.0,22.0,13.0,15.0,7.0,22.0,20.0,36.0,44.0,11.0,133.0,4000000.0,1184.0,26.0,157.0,698.0,343.0,17.0,1184.0,40.0,20.0,50.0,16.0,40.0,634.0,2974.0,1442.0,23.0,26.0,3.0,18.0,19.0,777.0,47.0
Alidu Seidu,GHA,DF,Rennes,23.0,6.6,11,0.0,0.0,2.0,0.0,0.2,0.2,0.1,8.0,0.0,309.0,362.0,85.4,21.0,10.0,13.0,3.0,17.0,3.0,1.0,9.0,6.0,3.0,7.0,0.0,23.0,9000000.0,439.0,23.0,121.0,215.0,109.0,2.0,439.0,11.0,6.0,54.5,3.0,27.3,287.0,1858.0,812.0,14.0,16.0,1.0,11.0,3.0,267.0,24.0
Alisson,BRA,GK,Liverpool,30.0,28.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,985.0,1142.0,86.3,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,5.0,28000000.0,1196.0,754.0,1145.0,52.0,0.0,0.0,1196.0,0.0,0.0,,0.0,,850.0,3713.0,2361.0,0.0,0.0,0.0,4.0,0.0,764.0,0.0
Alphonse Areola,FRA,GK,West Ham,30.0,30.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,562.0,867.0,64.8,1.0,1.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10000000.0,976.0,835.0,969.0,7.0,0.0,0.0,976.0,1.0,1.0,100.0,0.0,0.0,498.0,3168.0,1945.0,0.0,1.0,0.0,0.0,0.0,345.0,0.0
Alphonso Davies,CAN,DF,Bayern Munich,22.0,22.9,29,2.0,5.0,13.0,4.0,1.0,1.0,3.3,76.0,14.0,1440.0,1642.0,87.7,47.0,26.0,49.0,31.0,29.0,13.0,5.0,24.0,70.0,37.0,63.0,1.0,117.0,50000000.0,1934.0,60.0,547.0,871.0,558.0,64.0,1934.0,122.0,70.0,57.4,47.0,38.5,1225.0,7683.0,4482.0,121.0,93.0,35.0,40.0,24.0,1339.0,139.0
Amadou Haidara,MLI,MF,RB Leipzig,25.0,17.0,21,2.0,1.0,21.0,9.0,1.1,1.1,1.6,41.0,7.0,694.0,825.0,84.1,42.0,21.0,37.0,16.0,24.0,16.0,2.0,27.0,9.0,17.0,34.0,1.0,97.0,20000000.0,1007.0,52.0,219.0,632.0,161.0,12.0,1007.0,11.0,9.0,81.8,2.0,18.2,466.0,2024.0,1007.0,8.0,10.0,2.0,12.0,9.0,620.0,11.0
Amadou Koné,MLI,MF,Reims,18.0,5.3,16,0.0,0.0,6.0,1.0,0.3,0.3,0.1,6.0,0.0,204.0,256.0,79.7,13.0,10.0,10.0,5.0,11.0,2.0,0.0,8.0,2.0,3.0,6.0,0.0,28.0,500000.0,322.0,23.0,97.0,199.0,32.0,2.0,322.0,3.0,2.0,66.7,1.0,33.3,224.0,1213.0,443.0,2.0,5.0,0.0,9.0,4.0,197.0,2.0
Amadou Onana,BEL,MF,Everton,21.0,23.2,30,2.0,0.0,29.0,6.0,2.0,2.0,1.4,56.0,1.0,871.0,1036.0,84.1,71.0,21.0,31.0,10.0,32.0,31.0,8.0,38.0,12.0,18.0,47.0,0.0,107.0,55000000.0,1291.0,61.0,280.0,724.0,297.0,29.0,1291.0,27.0,12.0,44.4,8.0,29.6,657.0,2985.0,1376.0,21.0,30.0,5.0,20.0,10.0,839.0,39.0
Ameen Al-Dakhil,BEL,DF,Burnley,21.0,11.7,13,1.0,0.0,8.0,3.0,1.3,1.3,0.6,8.0,1.0,537.0,637.0,84.3,12.0,12.0,38.0,6.0,4.0,7.0,1.0,5.0,3.0,2.0,5.0,0.0,35.0,12000000.0,749.0,83.0,355.0,339.0,58.0,10.0,749.0,5.0,3.0,60.0,2.0,40.0,491.0,2471.0,1351.0,7.0,9.0,0.0,8.0,6.0,495.0,9.0
Amine Adli,MAR,"MF,FW",Leverkusen,23.0,10.0,23,4.0,6.0,27.0,15.0,3.3,3.3,2.9,52.0,9.0,367.0,459.0,80.0,16.0,6.0,5.0,10.0,2.0,10.0,4.0,7.0,13.0,21.0,39.0,0.0,39.0,30000000.0,575.0,7.0,52.0,231.0,299.0,66.0,575.0,27.0,13.0,48.1,10.0,37.0,339.0,1768.0,1021.0,32.0,25.0,16.0,17.0,10.0,460.0,131.0
Amine Gouiri,ALG,"FW,MF",Rennes,23.0,23.0,31,7.0,3.0,78.0,26.0,7.4,7.3,2.4,85.0,10.0,625.0,764.0,81.8,20.0,14.0,12.0,25.0,4.0,11.0,5.0,10.0,46.0,21.0,53.0,3.0,82.0,25000000.0,1048.0,18.0,109.0,435.0,523.0,132.0,1048.0,86.0,46.0,53.5,40.0,46.5,822.0,4947.0,2120.0,59.0,50.0,28.0,41.0,40.0,807.0,185.0
Amine Harit,MAR,"MF,FW",Marseille,26.0,20.2,28,1.0,2.0,33.0,8.0,3.7,3.7,3.6,90.0,7.0,815.0,966.0,84.4,28.0,12.0,4.0,15.0,8.0,17.0,3.0,16.0,39.0,39.0,66.0,5.0,127.0,15000000.0,1184.0,13.0,113.0,573.0,515.0,64.0,1184.0,75.0,39.0,52.0,27.0,36.0,969.0,6200.0,2888.0,84.0,69.0,11.0,43.0,37.0,904.0,112.0
Amine Salama,FRA,FW,Reims,23.0,3.5,11,0.0,0.0,6.0,1.0,0.7,0.7,0.2,8.0,0.0,48.0,73.0,65.8,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,5.0,7.0,0.0,7.0,2000000.0,110.0,0.0,10.0,48.0,56.0,10.0,110.0,14.0,10.0,71.4,3.0,21.4,85.0,723.0,311.0,10.0,4.0,3.0,15.0,5.0,79.0,33.0
Amir Richardson,MAR,MF,Reims,21.0,15.0,28,3.0,1.0,17.0,8.0,1.6,1.6,1.4,29.0,1.0,534.0,651.0,82.0,33.0,15.0,30.0,11.0,12.0,18.0,3.0,23.0,8.0,12.0,24.0,0.0,72.0,9000000.0,855.0,45.0,166.0,487.0,214.0,20.0,855.0,26.0,8.0,30.8,18.0,69.2,593.0,3703.0,1511.0,28.0,28.0,3.0,23.0,21.0,563.0,40.0
Amir Rrahmani,KVX,DF,Napoli,29.0,28.9,30,3.0,0.0,25.0,8.0,2.2,2.2,0.7,43.0,5.0,2028.0,2255.0,89.9,33.0,20.0,90.0,8.0,17.0,14.0,2.0,27.0,10.0,14.0,34.0,0.0,113.0,15000000.0,2477.0,209.0,973.0,1399.0,116.0,40.0,2477.0,15.0,10.0,66.7,3.0,20.0,1557.0,7914.0,4596.0,19.0,15.0,1.0,7.0,6.0,1792.0,4.0
Anastasios Douvikas,GRE,FW,Celta Vigo,23.0,10.1,32,7.0,1.0,26.0,15.0,4.6,4.6,0.6,20.0,2.0,105.0,166.0,63.3,15.0,2.0,9.0,4.0,2.0,6.0,7.0,7.0,9.0,8.0,11.0,0.0,13.0,6000000.0,292.0,10.0,25.0,123.0,145.0,49.0,292.0,22.0,9.0,40.9,11.0,50.0,172.0,842.0,319.0,10.0,6.0,6.0,38.0,20.0,218.0,53.0
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21.0,15.9,29,4.0,1.0,37.0,12.0,3.5,3.5,1.1,41.0,4.0,372.0,555.0,67.0,32.0,6.0,5.0,27.0,7.0,16.0,9.0,21.0,38.0,13.0,27.0,1.0,39.0,20000000.0,794.0,8.0,82.0,307.0,415.0,68.0,794.0,78.0,38.0,48.7,30.0,38.5,526.0,3503.0,1479.0,56.0,35.0,22.0,55.0,45.0,586.0,163.0
Ander Guevara,ESP,MF,Alavés,26.0,32.6,37,1.0,0.0,16.0,2.0,0.7,0.7,1.5,69.0,3.0,1111.0,1471.0,75.5,59.0,13.0,46.0,35.0,28.0,25.0,6.0,32.0,19.0,21.0,58.0,4.0,187.0,5000000.0,1735.0,75.0,409.0,1029.0,320.0,16.0,1735.0,32.0,19.0,59.4,10.0,31.3,840.0,4759.0,2604.0,53.0,43.0,3.0,29.0,24.0,1089.0,37.0
Ander Herrera,ESP,MF,Athletic Club,33.0,11.4,23,0.0,3.0,14.0,2.0,0.7,0.7,1.9,30.0,3.0,643.0,756.0,85.1,44.0,15.0,18.0,6.0,11.0,26.0,7.0,32.0,5.0,12.0,27.0,0.0,94.0,2000000.0,903.0,37.0,171.0,525.0,220.0,13.0,903.0,10.0,5.0,50.0,4.0,40.0,477.0,1767.0,839.0,11.0,21.0,0.0,6.0,6.0,600.0,17.0
Andoni Gorosabel,ESP,DF,Alavés,26.0,31.7,36,1.0,0.0,15.0,6.0,0.7,0.7,2.4,59.0,2.0,1059.0,1329.0,79.7,62.0,28.0,69.0,32.0,40.0,17.0,5.0,42.0,25.0,15.0,46.0,5.0,117.0,5000000.0,1624.0,89.0,489.0,683.0,466.0,40.0,1624.0,49.0,25.0,51.0,17.0,34.7,653.0,3230.0,1890.0,58.0,37.0,8.0,35.0,29.0,793.0,121.0
Andrea Belotti,ITA,FW,Fiorentina,29.0,10.5,15,3.0,0.0,33.0,9.0,3.7,3.7,0.6,25.0,1.0,133.0,201.0,66.2,8.0,2.0,3.0,6.0,1.0,5.0,2.0,3.0,1.0,5.0,15.0,0.0,15.0,5000000.0,302.0,6.0,14.0,135.0,156.0,47.0,302.0,6.0,1.0,16.7,3.0,50.0,158.0,753.0,237.0,10.0,4.0,4.0,23.0,13.0,221.0,60.0
Andrea Cambiaso,ITA,"DF,FW",Juventus,23.0,26.4,34,2.0,3.0,29.0,8.0,2.2,2.2,3.8,78.0,5.0,1007.0,1207.0,83.4,47.0,11.0,26.0,38.0,23.0,15.0,9.0,30.0,26.0,38.0,62.0,5.0,71.0,30000000.0,1449.0,48.0,317.0,631.0,521.0,60.0,1449.0,61.0,26.0,42.6,27.0,44.3,857.0,5413.0,2832.0,87.0,53.0,23.0,38.0,21.0,993.0,172.0
Andrea Carboni,ITA,DF,Monza,22.0,16.5,21,1.0,0.0,18.0,4.0,1.2,1.2,0.4,17.0,1.0,833.0,976.0,85.3,38.0,17.0,56.0,13.0,24.0,12.0,2.0,22.0,3.0,9.0,16.0,0.0,46.0,4000000.0,1148.0,130.0,504.0,516.0,132.0,26.0,1148.0,6.0,3.0,50.0,3.0,50.0,698.0,3200.0,1856.0,13.0,13.0,2.0,14.0,2.0,811.0,22.0
Andrea Colpani,ITA,"MF,FW",Monza,24.0,29.5,38,8.0,4.0,65.0,19.0,4.8,4.8,4.6,120.0,10.0,752.0,981.0,76.7,25.0,14.0,14.0,19.0,6.0,13.0,6.0,15.0,28.0,56.0,79.0,20.0,120.0,16000000.0,1255.0,23.0,133.0,501.0,641.0,83.0,1255.0,80.0,28.0,35.0,40.0,50.0,826.0,5437.0,2472.0,90.0,69.0,27.0,52.0,38.0,938.0,193.0
Andrea Pinamonti,ITA,FW,Sassuolo,24.0,34.2,38,11.0,1.0,80.0,19.0,8.9,6.6,2.2,59.0,8.0,411.0,630.0,65.2,13.0,1.0,40.0,27.0,1.0,6.0,6.0,8.0,12.0,18.0,37.0,0.0,45.0,15000000.0,939.0,44.0,76.0,447.0,420.0,144.0,936.0,31.0,12.0,38.7,16.0,51.6,454.0,1591.0,475.0,17.0,11.0,15.0,63.0,37.0,656.0,165.0
Andreas Christensen,DEN,"DF,MF",Barcelona,27.0,22.0,30,2.0,2.0,12.0,4.0,1.0,1.0,0.8,28.0,3.0,1480.0,1569.0,94.3,23.0,21.0,41.0,11.0,7.0,14.0,2.0,14.0,3.0,7.0,25.0,0.0,117.0,30000000.0,1723.0,111.0,549.0,1077.0,104.0,18.0,1723.0,6.0,3.0,50.0,3.0,50.0,1101.0,5001.0,2934.0,24.0,18.0,1.0,6.0,9.0,1324.0,6.0
Andreas Hanche-Olsen,NOR,DF,Mainz 05,26.0,11.0,15,1.0,0.0,4.0,1.0,0.7,0.7,0.1,6.0,1.0,342.0,439.0,77.9,20.0,11.0,41.0,2.0,10.0,8.0,2.0,12.0,0.0,1.0,6.0,0.0,19.0,9000000.0,539.0,60.0,303.0,226.0,14.0,5.0,539.0,0.0,0.0,,0.0,,253.0,1219.0,485.0,1.0,1.0,0.0,4.0,2.0,282.0,0.0
Andreas Pereira,BRA,MF,Fulham,27.0,29.0,37,3.0,7.0,52.0,16.0,4.6,4.6,5.7,137.0,15.0,912.0,1295.0,70.4,25.0,4.0,12.0,44.0,4.0,12.0,9.0,12.0,19.0,84.0,80.0,48.0,138.0,20000000.0,1516.0,20.0,161.0,662.0,703.0,64.0,1516.0,41.0,19.0,46.3,22.0,53.7,829.0,4460.0,2016.0,56.0,51.0,13.0,49.0,41.0,1013.0,125.0
Andrew Omobamidele,IRL,DF,Nott'ham Forest,21.0,8.7,11,0.0,0.0,1.0,0.0,0.1,0.1,0.0,6.0,1.0,271.0,310.0,87.4,10.0,13.0,42.0,1.0,9.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,8.0,11000000.0,399.0,76.0,222.0,164.0,14.0,5.0,399.0,0.0,0.0,,0.0,,217.0,1082.0,429.0,1.0,0.0,0.0,3.0,0.0,246.0,0.0
Andrew Robertson,SCO,DF,Liverpool,29.0,18.8,23,3.0,2.0,12.0,6.0,1.9,1.9,4.4,97.0,5.0,1248.0,1547.0,80.7,35.0,13.0,40.0,29.0,21.0,11.0,3.0,24.0,5.0,62.0,62.0,33.0,140.0,30000000.0,1713.0,67.0,387.0,789.0,548.0,55.0,1713.0,17.0,5.0,29.4,12.0,70.6,979.0,4623.0,2638.0,63.0,40.0,6.0,18.0,6.0,1160.0,130.0
Andriy Lunin,UKR,GK,Real Madrid,24.0,21.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,580.0,666.0,87.1,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,25000000.0,713.0,613.0,710.0,3.0,0.0,0.0,713.0,0.0,0.0,,0.0,,399.0,1766.0,1177.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
Andros Townsend,ENG,"MF,FW",Luton Town,32.0,13.4,27,1.0,3.0,20.0,7.0,1.2,1.2,1.8,36.0,6.0,304.0,432.0,70.4,21.0,5.0,10.0,22.0,11.0,2.0,8.0,13.0,16.0,18.0,24.0,5.0,35.0,1400000.0,582.0,21.0,89.0,223.0,280.0,21.0,582.0,34.0,16.0,47.1,14.0,41.2,347.0,2425.0,1099.0,47.0,31.0,7.0,35.0,26.0,366.0,71.0
András Schäfer,HUN,MF,Union Berlin,24.0,13.5,20,1.0,2.0,21.0,5.0,1.8,1.8,1.0,38.0,4.0,418.0,557.0,75.0,29.0,20.0,25.0,17.0,9.0,15.0,5.0,16.0,21.0,18.0,31.0,3.0,59.0,5000000.0,776.0,24.0,187.0,333.0,269.0,36.0,776.0,50.0,21.0,42.0,26.0,52.0,378.0,2213.0,994.0,37.0,25.0,12.0,34.0,20.0,451.0,71.0
André Ayew,GHA,FW,Le Havre,33.0,12.3,19,5.0,0.0,32.0,12.0,3.1,3.1,0.5,27.0,1.0,197.0,266.0,74.1,15.0,2.0,11.0,10.0,7.0,6.0,2.0,11.0,16.0,8.0,18.0,0.0,23.0,800000.0,389.0,12.0,45.0,181.0,168.0,49.0,389.0,28.0,16.0,57.1,10.0,35.7,255.0,1466.0,501.0,14.0,10.0,5.0,25.0,20.0,273.0,65.0
André Ferreira,POR,GK,Granada,27.0,14.9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,359.0,498.0,72.1,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,800000.0,542.0,473.0,541.0,1.0,0.0,0.0,542.0,0.0,0.0,,0.0,,271.0,1478.0,829.0,0.0,0.0,0.0,2.0,1.0,192.0,0.0
André Gomes,POR,"MF,FW",Everton,30.0,5.6,12,1.0,0.0,8.0,4.0,0.3,0.3,0.5,18.0,1.0,223.0,291.0,76.6,7.0,3.0,4.0,7.0,2.0,3.0,2.0,4.0,3.0,4.0,13.0,0.0,36.0,10000000.0,352.0,10.0,57.0,179.0,121.0,11.0,352.0,12.0,3.0,25.0,8.0,66.7,183.0,868.0,333.0,8.0,7.0,3.0,8.0,6.0,232.0,29.0
André Gomes,POR,"MF,FW",Everton,30.0,5.6,12,1.0,0.0,8.0,4.0,0.3,0.3,0.5,18.0,1.0,223.0,291.0,76.6,7.0,3.0,4.0,7.0,2.0,3.0,2.0,4.0,3.0,4.0,13.0,0.0,36.0,10000000.0,352.0,10.0,57.0,179.0,121.0,11.0,352.0,12.0,3.0,25.0,8.0,66.7,183.0,868.0,333.0,8.0,7.0,3.0,8.0,6.0,232.0,29.0
André Gomes,POR,"MF,FW",Everton,30.0,5.6,12,1.0,0.0,8.0,4.0,0.3,0.3,0.5,18.0,1.0,223.0,291.0,76.6,7.0,3.0,4.0,7.0,2.0,3.0,2.0,4.0,3.0,4.0,13.0,0.0,36.0,2000000.0,352.0,10.0,57.0,179.0,121.0,11.0,352.0,12.0,3.0,25.0,8.0,66.7,183.0,868.0,333.0,8.0,7.0,3.0,8.0,6.0,232.0,29.0
André Gomes,POR,"MF,FW",Everton,30.0,5.6,12,1.0,0.0,8.0,4.0,0.3,0.3,0.5,18.0,1.0,223.0,291.0,76.6,7.0,3.0,4.0,7.0,2.0,3.0,2.0,4.0,3.0,4.0,13.0,0.0,36.0,2000000.0,352.0,10.0,57.0,179.0,121.0,11.0,352.0,12.0,3.0,25.0,8.0,66.7,183.0,868.0,333.0,8.0,7.0,3.0,8.0,6.0,232.0,29.0
André Onana,CMR,GK,Manchester Utd,27.0,38.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,1.0,1105.0,1521.0,72.6,2.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,5.0,35000000.0,1629.0,1224.0,1592.0,37.0,0.0,0.0,1629.0,1.0,1.0,100.0,0.0,0.0,1127.0,5997.0,3825.0,1.0,0.0,0.0,1.0,0.0,955.0,0.0
André Silva,POR,FW,Real Sociedad,27.0,8.1,19,3.0,0.0,15.0,5.0,3.3,2.5,0.2,9.0,0.0,134.0,165.0,81.2,2.0,1.0,3.0,8.0,0.0,0.0,2.0,2.0,6.0,5.0,9.0,0.0,7.0,6000000.0,239.0,3.0,13.0,99.0,128.0,25.0,238.0,23.0,6.0,26.1,16.0,69.6,137.0,727.0,242.0,5.0,5.0,4.0,17.0,18.0,172.0,44.0
Andy Diouf,FRA,MF,Lens,20.0,14.6,25,1.0,0.0,27.0,8.0,1.5,1.5,1.7,51.0,2.0,591.0,737.0,80.2,28.0,3.0,5.0,27.0,12.0,11.0,5.0,19.0,30.0,21.0,31.0,10.0,80.0,9000000.0,908.0,17.0,114.0,478.0,336.0,23.0,908.0,58.0,30.0,51.7,26.0,44.8,685.0,4841.0,2511.0,63.0,48.0,8.0,29.0,30.0,640.0,55.0
Andy Logbo,FRA,FW,Le Havre,19.0,2.8,10,0.0,0.0,4.0,0.0,0.3,0.3,0.2,3.0,0.0,31.0,40.0,77.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,2.0,800000.0,79.0,4.0,9.0,36.0,35.0,12.0,79.0,5.0,4.0,80.0,1.0,20.0,55.0,290.0,57.0,1.0,0.0,1.0,16.0,7.0,46.0,7.0
Andy Pelmard,FRA,DF,Clermont Foot,23.0,33.2,34,0.0,0.0,2.0,1.0,0.3,0.3,0.9,21.0,0.0,1412.0,1666.0,84.8,51.0,33.0,99.0,16.0,41.0,9.0,1.0,38.0,7.0,6.0,18.0,1.0,120.0,3000000.0,1928.0,220.0,844.0,1011.0,94.0,4.0,1928.0,10.0,7.0,70.0,2.0,20.0,1393.0,9458.0,4757.0,39.0,24.0,2.0,10.0,3.0,1256.0,7.0
Angel Gomes,ENG,MF,Lille,22.0,28.6,31,0.0,8.0,34.0,7.0,2.0,2.0,6.0,107.0,12.0,1566.0,1751.0,89.4,26.0,18.0,28.0,25.0,4.0,15.0,7.0,13.0,22.0,48.0,73.0,12.0,204.0,28000000.0,1940.0,45.0,299.0,1231.0,424.0,38.0,1940.0,35.0,22.0,62.9,12.0,34.3,1644.0,8464.0,3733.0,49.0,56.0,7.0,26.0,15.0,1589.0,71.0
Angeliño,ESP,DF,Roma,26.0,12.7,16,0.0,1.0,8.0,2.0,0.2,0.2,1.5,33.0,3.0,546.0,715.0,76.4,21.0,12.0,37.0,11.0,12.0,6.0,3.0,11.0,6.0,19.0,30.0,2.0,40.0,8000000.0,830.0,60.0,284.0,351.0,199.0,7.0,830.0,13.0,6.0,46.2,6.0,46.2,414.0,1902.0,864.0,12.0,13.0,0.0,9.0,6.0,502.0,55.0
Angelo Fulgini,FRA,MF,Lens,26.0,15.3,29,1.0,2.0,46.0,10.0,3.2,3.2,4.0,69.0,4.0,569.0,789.0,72.1,23.0,8.0,11.0,15.0,6.0,13.0,4.0,14.0,18.0,38.0,40.0,20.0,74.0,7000000.0,996.0,19.0,97.0,439.0,471.0,48.0,996.0,42.0,18.0,42.9,22.0,52.4,692.0,3650.0,1415.0,35.0,42.0,7.0,33.0,36.0,667.0,117.0
Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,21.0,23.4,31,7.0,2.0,37.0,13.0,5.7,5.7,2.7,61.0,6.0,475.0,747.0,63.6,43.0,20.0,15.0,44.0,17.0,16.0,10.0,26.0,25.0,18.0,51.0,0.0,57.0,10000000.0,1039.0,20.0,180.0,453.0,424.0,101.0,1039.0,64.0,25.0,39.1,33.0,51.6,540.0,3559.0,1891.0,77.0,34.0,38.0,44.0,26.0,611.0,164.0
Ansu Fati,ESP,"MF,FW",Brighton,20.0,5.8,19,2.0,0.0,26.0,11.0,3.4,3.4,0.6,23.0,3.0,178.0,210.0,84.8,5.0,3.0,3.0,10.0,1.0,2.0,2.0,3.0,5.0,6.0,16.0,0.0,28.0,15000000.0,300.0,4.0,27.0,141.0,135.0,43.0,300.0,18.0,5.0,27.8,9.0,50.0,212.0,1025.0,451.0,16.0,5.0,9.0,15.0,10.0,238.0,50.0
Ante Budimir,CRO,FW,Osasuna,32.0,27.1,33,17.0,2.0,73.0,31.0,14.2,11.1,1.8,42.0,5.0,241.0,441.0,54.6,21.0,5.0,18.0,19.0,2.0,11.0,8.0,15.0,10.0,12.0,21.0,1.0,42.0,5000000.0,736.0,23.0,53.0,307.0,382.0,152.0,732.0,31.0,10.0,32.3,20.0,64.5,311.0,1272.0,504.0,21.0,12.0,17.0,81.0,31.0,508.0,99.0
Anthony Caci,FRA,DF,Mainz 05,26.0,27.6,31,2.0,3.0,31.0,5.0,1.5,1.5,3.5,59.0,8.0,1118.0,1523.0,73.4,56.0,32.0,45.0,49.0,30.0,25.0,1.0,23.0,23.0,25.0,45.0,6.0,144.0,7000000.0,1791.0,89.0,587.0,865.0,358.0,41.0,1791.0,39.0,23.0,59.0,13.0,33.3,837.0,3889.0,2115.0,43.0,20.0,10.0,23.0,10.0,990.0,75.0
